Survey,Survey Cycle,Vessel,Cruise Leg,Trawl Id,Trawl Performance,Trawl Date,Trawl Start Time,Best Latitude (dd),Best Longitude (dd),Best Position Type,Best Depth (m),Best Depth Type,Trawl Duration (min),Area Swept by the Net (hectares),Temperature At the Gear (degs C)
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017020,Fisheries Assessment Acceptable,5/30/06,5/30/06 15:14,48.42582904,-125.062697,Gear Start Haulback,115.2,Bottom Depth,18,1.871335,6.89
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017021,Fisheries Assessment Acceptable,5/30/06,5/30/06 18:37,48.10900367,-125.4052731,Gear Net Touchdown,117.1,Bottom Depth,17.5,1.47042,7.82
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017022,Fisheries Assessment Acceptable,5/30/06,5/30/06 20:18,48.05400244,-125.2842259,Gear Start Haulback,165.7,Bottom Depth,16.8,1.58599,6.98
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017023,Fisheries Assessment Acceptable,5/31/06,5/31/06 6:00,47.26522302,-125.0647686,Gear Track Midpoint,713.2,Bottom Depth,22.1,2.291674,4.44
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017024,Fisheries Assessment Acceptable,5/31/06,5/31/06 9:36,47.10411443,-124.5499247,Gear Track Midpoint,73.4,Bottom Depth,17.1,1.360282,8.04
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017025,Fisheries Assessment Acceptable,5/31/06,5/31/06 11:49,47.02463311,-124.6523398,Gear Track Midpoint,100.7,Bottom Depth,17.2,1.871176,7.56
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017026,Fisheries Assessment Acceptable,5/31/06,5/31/06 13:44,46.99634618,-124.8008905,Gear Track Midpoint,149.2,Bottom Depth,17.5,1.815044,6.96
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017027,Fisheries Assessment Acceptable,6/1/06,6/1/06 5:35,46.22226066,-124.3721256,Gear Track Midpoint,121.7,Bottom Depth,16.8,1.830908,6.97
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017028,Fisheries Assessment Acceptable,6/1/06,6/1/06 8:39,46.06537434,-124.418754,Gear Track Midpoint,132.4,Bottom Depth,20.6,2.068865,6.96
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017029,Fisheries Assessment Acceptable,6/1/06,6/1/06 10:56,45.89433297,-124.5126285,Gear Track Midpoint,149.3,Bottom Depth,17.3,1.78019,6.94
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017030,Fisheries Assessment Acceptable,6/1/06,6/1/06 14:54,45.95480216,-124.2381216,Gear Start Haulback,113.2,Bottom Depth,17.8,1.944572,7.58
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017031,Fisheries Assessment Acceptable,6/1/06,6/1/06 16:52,45.90427742,-124.2372662,Gear Track Midpoint,117.7,Bottom Depth,17.8,1.764466,7.59
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017032,Fisheries Assessment Acceptable,6/2/06,6/2/06 6:21,45.55478568,-124.0997857,Gear Track Midpoint,87.6,Bottom Depth,18,1.437534,8.03
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017033,Fisheries Assessment Acceptable,6/2/06,6/2/06 8:09,45.64815417,-124.1006958,Vessel Track Midpoint,83.6,Bottom Depth,18.6,1.67401,8.25
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017035,Fisheries Assessment Acceptable,6/2/06,6/2/06 11:30,45.6547492,-124.4335703,Gear Track Midpoint,176.9,Bottom Depth,17.2,1.691316,7.37
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017036,Fisheries Assessment Acceptable,6/2/06,6/2/06 14:22,45.6569863,-124.456547,Gear Track Midpoint,192.5,Bottom Depth,17.5,1.625968,6.98
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017037,Fisheries Assessment Acceptable,6/2/06,6/2/06 17:00,45.56419739,-124.489827,Gear Track Midpoint,257,Bottom Depth,15.8,1.515795,6.81
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017038,Fisheries Assessment Acceptable,6/3/06,6/3/06 5:45,45.31334086,-124.6145711,Gear Track Midpoint,448.5,Bottom Depth,17.8,1.811195,5.78
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017039,Fisheries Assessment Acceptable,6/3/06,6/3/06 8:52,45.35468749,-124.2276183,Gear Track Midpoint,157.3,Bottom Depth,16.5,1.711448,7.54
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017041,Fisheries Assessment Acceptable,6/3/06,6/3/06 11:52,45.31405024,-124.1257457,Gear Track Midpoint,103,Bottom Depth,19.3,1.9437,7.88
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017042,Fisheries Assessment Acceptable,6/3/06,6/3/06 13:41,45.32599019,-124.086521,Gear Track Midpoint,83.9,Bottom Depth,18.5,1.695323,8.08
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017043,Fisheries Assessment Acceptable,6/3/06,6/3/06 15:38,45.2665748,-124.2563751,Gear Start Haulback,172.7,Bottom Depth,17.5,1.953784,7.35
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017044,Fisheries Assessment Acceptable,6/4/06,6/4/06 5:41,45.07747994,-124.2879322,Gear Track Midpoint,176.3,Bottom Depth,16.5,1.643119,7.14
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,1,200603017045,Fisheries Assessment Acceptable,6/4/06,6/4/06 8:05,45.0274875,-124.2591625,Vessel Track Midpoint,157.8,Bottom Depth,18.3,2.033424,7.33
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017046,Fisheries Assessment Acceptable,6/8/06,6/8/06 5:39,44.84042426,-124.3102508,Gear Track Midpoint,131.8,Bottom Depth,19.1,1.919982,7.34
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017047,Fisheries Assessment Acceptable,6/8/06,6/8/06 7:45,44.7006278,-124.2430368,Gear Track Midpoint,74.8,Bottom Depth,17.8,1.384427,7.73
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017048,Fisheries Assessment Acceptable,6/8/06,6/8/06 11:39,44.3990875,-124.4549417,Vessel Track Midpoint,86.3,Bottom Depth,16.8,1.51003,8.25
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017049,Fisheries Assessment Acceptable,6/8/06,6/8/06 14:04,44.31134048,-124.2288061,Gear Track Midpoint,63.1,Bottom Depth,18,1.869312,8.54
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017050,Fisheries Assessment Acceptable,6/8/06,6/8/06 16:35,44.21727323,-124.5250453,Gear Track Midpoint,98.4,Bottom Depth,17.3,1.627937,7.36
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017051,Fisheries Assessment Acceptable,6/9/06,6/9/06 6:05,44.29022373,-124.9369508,Gear Track Midpoint,503.6,Bottom Depth,18.4,1.850592,5.18
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017052,Fisheries Assessment Acceptable,6/9/06,6/9/06 9:04,44.26105768,-124.8238551,Gear Track Midpoint,133.9,Bottom Depth,17.3,1.745832,7.21
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017053,Fisheries Assessment Acceptable,6/9/06,6/9/06 12:14,44.11383259,-124.4095051,Gear Track Midpoint,107,Bottom Depth,19.5,1.96883,7.32
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017054,Fisheries Assessment Acceptable,6/9/06,6/9/06 14:21,43.92201475,-124.4641297,Gear Track Midpoint,126.4,Bottom Depth,16.6,1.767728,7.2
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017056,Fisheries Assessment Acceptable,6/9/06,6/9/06 17:47,43.90200509,-124.4402596,Gear Track Midpoint,123.7,Bottom Depth,17.5,1.678632,7.39
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017057,Fisheries Assessment Acceptable,6/10/06,6/10/06 6:00,43.98062018,-124.9523062,Gear Start Haulback,231.6,Bottom Depth,15.5,1.444117,6.96
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017059,Fisheries Assessment Acceptable,6/10/06,6/10/06 10:49,43.94326853,-124.9147635,Gear Track Midpoint,134.3,Bottom Depth,17,1.816772,7.59
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017060,Fisheries Assessment Acceptable,6/10/06,6/10/06 16:25,43.91851977,-125.0465721,Gear Start Haulback,1192.6,Bottom Depth,41.4,2.849656,3.38
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017061,Fisheries Assessment Acceptable,6/10/06,6/10/06 19:44,43.81186568,-124.7996678,Gear Track Midpoint,413.6,Bottom Depth,17,1.846988,5.82
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017062,Fisheries Assessment Acceptable,6/11/06,6/11/06 5:51,43.848783,-124.7505963,Gear Track Midpoint,329.7,Bottom Depth,19.6,2.25885,6.08
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017063,Fisheries Assessment Acceptable,6/11/06,6/11/06 8:35,43.61460644,-124.6751444,Gear Track Midpoint,425.6,Bottom Depth,17.1,1.64854,5.66
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017064,Fisheries Assessment Acceptable,6/11/06,6/11/06 10:52,43.58336786,-124.5109667,Gear Track Midpoint,157.6,Bottom Depth,21,2.028844,7.25
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017065,Fisheries Assessment Acceptable,6/11/06,6/11/06 13:40,43.42447649,-124.6621314,Gear Track Midpoint,259.2,Bottom Depth,21.3,2.162732,6.48
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017066,Fisheries Assessment Acceptable,6/12/06,6/12/06 6:06,43.38445551,-124.4774591,Gear Track Midpoint,101,Bottom Depth,17.5,1.793724,7.62
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017067,Fisheries Assessment Acceptable,6/12/06,6/12/06 8:43,43.48174037,-124.7819601,Gear Track Midpoint,553.8,Bottom Depth,18.9,1.90247,5
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017068,Fisheries Assessment Acceptable,6/12/06,6/12/06 11:31,43.25733547,-124.6656395,Gear Track Midpoint,154.5,Bottom Depth,16.7,1.497888,7.38
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017069,Fisheries Assessment Acceptable,6/12/06,6/12/06 15:06,43.25596125,-124.6894299,Gear Track Midpoint,181.4,Bottom Depth,15.9,1.537809,7.14
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017070,Fisheries Assessment Acceptable,6/12/06,6/12/06 17:13,43.26020493,-124.7285865,Gear Start Haulback,253.7,Bottom Depth,18,1.791848,6.69
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017071,Fisheries Assessment Acceptable,6/13/06,6/13/06 6:05,43.18140568,-125.0026125,Gear Start Haulback,1044.4,Bottom Depth,26.4,2.74304,3.73
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017072,Fisheries Assessment Acceptable,6/13/06,6/13/06 9:42,43.18195065,-124.9693874,Gear Track Midpoint,1010.1,Bottom Depth,26.5,2.795958,3.89
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017073,Fisheries Assessment Acceptable,6/13/06,6/13/06 12:52,43.02488702,-124.8096524,Gear Start Haulback,123.4,Bottom Depth,17.2,1.741932,7.55
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017074,Fisheries Assessment Acceptable,6/13/06,6/13/06 15:12,43.05528796,-124.6678712,Gear Track Midpoint,149.2,Bottom Depth,16.9,1.771536,7.26
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017075,Fisheries Assessment Acceptable,6/13/06,6/13/06 17:28,42.95792188,-124.5675201,Gear Start Haulback,75.9,Bottom Depth,18.3,1.7888,7.97
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017076,Fisheries Assessment Acceptable,6/14/06,6/14/06 6:02,42.48501603,-124.5982878,Gear Track Midpoint,84.4,Bottom Depth,19.3,2.181404,
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017077,Fisheries Assessment Acceptable,6/14/06,6/14/06 7:03,42.42785938,-124.6066511,Gear Track Midpoint,87.3,Bottom Depth,18.3,2.034315,
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017078,Fisheries Assessment Acceptable,6/14/06,6/14/06 10:13,42.06640688,-124.6787807,Gear Track Midpoint,550.5,Bottom Depth,18.1,1.89555,5.44
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017079,Fisheries Assessment Acceptable,6/14/06,6/14/06 13:09,42.00242156,-124.8844004,Gear Track Midpoint,971.8,Bottom Depth,25.1,2.069005,4.14
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017080,Fisheries Assessment Acceptable,6/14/06,6/14/06 18:24,41.85793092,-125.023317,Gear Track Midpoint,996,Bottom Depth,19.3,1.770027,3.81
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017081,Fisheries Assessment Acceptable,6/15/06,6/15/06 6:06,41.72687548,-124.9285914,Gear Track Midpoint,1028.7,Bottom Depth,22.1,2.410107,3.71
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017082,Fisheries Assessment Acceptable,6/15/06,6/15/06 9:30,41.72069155,-124.6290286,Gear Track Midpoint,691.5,Bottom Depth,24.4,2.334332,4.85
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017083,Fisheries Assessment Acceptable,6/15/06,6/15/06 11:32,41.72908837,-124.4883236,Gear Track Midpoint,294.7,Bottom Depth,16.9,1.698975,7
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017084,Fisheries Assessment Acceptable,6/15/06,6/15/06 15:39,41.36898882,-124.7252388,Gear Track Midpoint,1144.6,Bottom Depth,27.4,2.551145,3.65
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017085,Fisheries Assessment Acceptable,6/15/06,6/15/06 19:05,41.29415522,-124.8306215,Gear Track Midpoint,1162,Bottom Depth,32.5,2.57412,3.43
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017086,Fisheries Assessment Acceptable,6/16/06,6/16/06 5:46,41.23597925,-124.2395192,Gear Track Midpoint,77.2,Bottom Depth,18.2,1.914064,8.2
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,2,200603017087,Fisheries Assessment Acceptable,6/16/06,6/16/06 7:52,41.1011333,-124.428503,Gear Track Midpoint,506.6,Bottom Depth,18.5,1.971504,6.41
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017088,Fisheries Assessment Acceptable,6/21/06,6/21/06 17:23,41.25621636,-124.3223136,Gear Track Midpoint,117,Bottom Depth,17.2,1.69372,7.58
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017089,Fisheries Assessment Acceptable,6/22/06,6/22/06 9:22,41.33662971,-124.4815092,Gear Track Midpoint,339,Bottom Depth,17.7,1.85148,6.18
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017090,Fisheries Assessment Acceptable,6/22/06,6/22/06 12:58,40.97516653,-124.5947603,Gear Track Midpoint,632.6,Bottom Depth,23.3,2.410405,4.84
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017091,Fisheries Assessment Acceptable,6/22/06,6/22/06 16:21,40.68489675,-124.7018252,Gear Track Midpoint,963.9,Bottom Depth,16,1.36276,4.03
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017094,Fisheries Assessment Acceptable,6/23/06,6/23/06 5:49,40.59224153,-124.641383,Gear Start Haulback,183.4,Bottom Depth,16.2,1.898352,7.15
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017095,Fisheries Assessment Acceptable,6/23/06,6/23/06 8:55,40.45929011,-124.6032277,Gear Track Midpoint,141.9,Bottom Depth,17.1,1.966772,7.09
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017096,Fisheries Assessment Acceptable,6/23/06,6/23/06 14:01,40.09203696,-124.9462005,Gear Track Midpoint,1240.3,Bottom Depth,34.8,2.74816,3.2
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017097,Fisheries Assessment Acceptable,6/23/06,6/23/06 18:04,40.01958162,-124.6681638,Gear Track Midpoint,1017.6,Bottom Depth,36.1,3.10837,3.84
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017098,Fisheries Assessment Acceptable,6/24/06,6/24/06 9:08,40.07108686,-124.2055616,Gear Track Midpoint,134.6,Bottom Depth,17.2,1.68776,7.85
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017099,Fisheries Assessment Acceptable,6/24/06,6/24/06 13:54,39.86625702,-124.1527308,Gear Track Midpoint,388.9,Bottom Depth,20.4,2.07028,6.52
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017100,Fisheries Assessment Acceptable,6/24/06,6/24/06 15:21,39.85979018,-124.0059595,Gear Start Haulback,110.3,Bottom Depth,17.6,1.675089,7.97
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017101,Fisheries Assessment Acceptable,6/24/06,6/24/06 19:02,39.38830098,-123.9295169,Gear Track Midpoint,138.8,Bottom Depth,16.2,1.58873,7.9
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017102,Fisheries Assessment Acceptable,6/25/06,6/25/06 5:50,39.34657896,-123.9247268,Gear Track Midpoint,139.6,Bottom Depth,17.6,1.73031,7.94
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017103,Fisheries Assessment Acceptable,6/25/06,6/25/06 8:08,39.2826533,-123.9845017,Gear Track Midpoint,355.2,Bottom Depth,17.6,1.737261,7.23
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017104,Fisheries Assessment Acceptable,6/25/06,6/25/06 11:01,39.20154596,-123.9795296,Gear Track Midpoint,342,Bottom Depth,19.7,1.85192,7.08
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017105,Fisheries Assessment Acceptable,6/25/06,6/25/06 14:01,39.10465131,-123.9815499,Gear Start Haulback,359.3,Bottom Depth,20.3,1.928274,7.31
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017106,Fisheries Assessment Acceptable,6/25/06,6/25/06 15:09,39.07936199,-123.9851403,Gear Track Midpoint,454.3,Bottom Depth,21.9,2.413296,6.3
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017107,Fisheries Assessment Acceptable,6/26/06,6/26/06 6:09,38.41470521,-123.6855019,Gear Track Midpoint,771.7,Bottom Depth,28.2,2.8284,5.18
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017108,Fisheries Assessment Acceptable,6/26/06,6/26/06 9:28,38.27858926,-123.5034828,Gear Track Midpoint,301.5,Bottom Depth,19.6,2.125966,7.6
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017109,Fisheries Assessment Acceptable,6/26/06,6/26/06 14:20,38.24673333,-123.40955,Vessel Track Midpoint,214.4,Bottom Depth,18.3,1.989132,7.94
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017110,Fisheries Assessment Acceptable,6/26/06,6/26/06 16:23,38.3089075,-123.3176226,Gear Track Midpoint,115.9,Bottom Depth,17.6,1.812645,8.46
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017111,Fisheries Assessment Acceptable,6/27/06,6/27/06 6:21,38.23885547,-123.0910485,Gear Track Midpoint,77.6,Bottom Depth,19.2,1.882104,8.92
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017112,Fisheries Assessment Acceptable,6/27/06,6/27/06 9:25,38.14541826,-123.4393195,Gear Start Haulback,232,Bottom Depth,19.2,2.073048,7.77
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017113,Fisheries Assessment Acceptable,6/27/06,6/27/06 14:06,38.10582948,-123.5045871,Gear Track Midpoint,295.4,Bottom Depth,20.8,2.215799,7.71
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017114,Fisheries Assessment Acceptable,6/27/06,6/27/06 16:23,38.01618533,-123.5326706,Gear Track Midpoint,845.3,Bottom Depth,25.8,1.883,4.39
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017115,Fisheries Assessment Acceptable,6/28/06,6/28/06 5:59,37.90430874,-123.1035216,Gear Track Midpoint,91.9,Bottom Depth,16.6,1.785282,8.95
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,3,200603017116,Fisheries Assessment Acceptable,6/28/06,6/28/06 7:33,37.81925754,-122.9250968,Gear Track Midpoint,66.3,Bottom Depth,16.9,1.4911,8.87
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017117,Fisheries Assessment Acceptable,7/2/06,7/2/06 5:57,37.54605034,-122.701359,Gear Track Midpoint,59.7,Bottom Depth,17.1,1.525632,8.93
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017118,Fisheries Assessment Acceptable,7/2/06,7/2/06 7:00,37.52914981,-122.6540307,Gear Track Midpoint,59.1,Bottom Depth,17.9,1.629184,8.99
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017119,Fisheries Assessment Acceptable,7/2/06,7/2/06 11:18,37.3974672,-123.0887385,Gear Track Midpoint,733.9,Bottom Depth,22.8,2.4891,4.89
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017120,Fisheries Assessment Acceptable,7/2/06,7/2/06 13:12,37.31097324,-123.0251219,Gear Start Haulback,652.1,Bottom Depth,28.9,2.959592,5.13
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017121,Fisheries Assessment Acceptable,7/2/06,7/2/06 14:45,37.3000011,-122.9673852,Gear Track Midpoint,499.6,Bottom Depth,18.4,2.062851,6.36
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017122,Fisheries Assessment Acceptable,7/3/06,7/3/06 6:13,37.16317042,-122.627106,Gear Track Midpoint,107.9,Bottom Depth,17,1.740684,8.92
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017123,Fisheries Assessment Acceptable,7/3/06,7/3/06 9:24,37.04169897,-122.6706879,Gear Track Midpoint,385.6,Bottom Depth,19.5,1.767969,6.9
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017124,Fisheries Assessment Acceptable,7/3/06,7/3/06 14:47,36.81925389,-122.0831487,Gear Track Midpoint,107.1,Bottom Depth,17.1,1.508125,8.82
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017126,Fisheries Assessment Acceptable,7/4/06,7/4/06 6:37,36.3995485,-122.0837349,Gear Track Midpoint,673.3,Bottom Depth,23,2.276124,5.46
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017127,Fisheries Assessment Acceptable,7/4/06,7/4/06 9:29,36.35414278,-122.189366,Gear Track Midpoint,859.3,Bottom Depth,25.9,2.392082,4.51
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017129,Fisheries Assessment Acceptable,7/4/06,7/4/06 15:12,36.2542659,-122.081539,Gear Track Midpoint,546.7,Bottom Depth,19.6,1.699728,5.97
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017130,Fisheries Assessment Acceptable,7/4/06,7/4/06 17:52,36.1921196,-122.1970812,Gear Track Midpoint,1138.5,Bottom Depth,23,1.972015,3.68
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017131,Fisheries Assessment Acceptable,7/4/06,7/4/06 19:53,36.14259223,-122.09408,Gear Track Midpoint,1173.3,Bottom Depth,18.3,1.51906,3.6
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017132,Fisheries Assessment Acceptable,7/5/06,7/5/06 6:25,35.80749732,-121.7643917,Gear Track Midpoint,995.8,Bottom Depth,16.9,1.699544,4.17
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017133,Fisheries Assessment Acceptable,7/5/06,7/5/06 9:11,35.82321607,-121.5572804,Gear Start Haulback,526.2,Bottom Depth,19.6,2.123744,6.55
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017134,Fisheries Assessment Acceptable,7/5/06,7/5/06 11:41,35.7427125,-121.4571,Vessel Track Midpoint,328.1,Bottom Depth,18.6,1.86284,8.43
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017135,Fisheries Assessment Acceptable,7/5/06,7/5/06 15:56,35.42277431,-121.0827231,Gear Track Midpoint,226.2,Bottom Depth,15.8,1.565254,9.28
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017136,Fisheries Assessment Acceptable,7/8/06,7/8/06 9:17,35.59432343,-121.5586992,Gear Track Midpoint,768.5,Bottom Depth,22.9,2.216982,5.02
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017137,Fisheries Assessment Acceptable,7/8/06,7/8/06 11:49,35.63785417,-121.5830792,Vessel Track Midpoint,756.8,Bottom Depth,29.3,3.099486,5.25
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017138,Fisheries Assessment Acceptable,7/8/06,7/8/06 14:19,35.54143755,-121.5947704,Gear Track Midpoint,866.8,Bottom Depth,18.4,1.900495,4.61
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017139,Fisheries Assessment Acceptable,7/8/06,7/8/06 17:41,35.23129914,-121.4186626,Gear Track Midpoint,712.3,Bottom Depth,17.5,1.65271,5.23
Groundfish Slope and Shelf Combination Survey,Cycle 2006,Noahs Ark,4,200603017140,Fisheries Assessment Acceptable,7/8/06,7/8/06 19:24,35.13636331,-121.3934513,Gear Track Midpoint,564,Bottom Depth,17.73,1.72179,5.82
